month,predicted_sales,product_category_name_english
2018-09-30,58503.68636363637,furniture_decor
2018-10-31,60706.5267193676,furniture_decor
2018-11-30,62909.367075098824,furniture_decor
2018-12-31,65112.20743083005,furniture_decor
2019-01-31,67315.04778656128,furniture_decor
2019-02-28,69517.8881422925,furniture_decor
2018-09-30,119752.23272727273,health_beauty
2018-10-31,125190.44529644269,health_beauty
2018-11-30,130628.65786561265,health_beauty
2018-12-31,136066.87043478258,health_beauty
2019-01-31,141505.08300395255,health_beauty
2019-02-28,146943.2955731225,health_beauty
2018-09-30,29883.903896103897,telephony
2018-10-31,31203.18593450029,telephony
2018-11-30,32522.467972896673,telephony
2018-12-31,33841.75001129306,telephony
2019-01-31,35161.03204968944,telephony
2019-02-28,36480.314088085834,telephony
2018-09-30,3267.8754761904765,air_conditioning
2018-10-31,3326.751774891775,air_conditioning
2018-11-30,3385.6280735930736,air_conditioning
2018-12-31,3444.5043722943724,air_conditioning
2019-01-31,3503.3806709956707,air_conditioning
2019-02-28,3562.2569696969695,air_conditioning
2018-09-30,4677.114842105264,audio
2018-10-31,4881.180541353384,audio
2018-11-30,5085.246240601505,audio
2018-12-31,5289.311939849625,audio
2019-01-31,5493.377639097745,audio
2019-02-28,5697.443338345865,audio
2018-09-30,52885.22471428571,auto
2018-10-31,55127.08449350649,auto
2018-11-30,57368.94427272727,auto
2018-12-31,59610.80405194805,auto
2019-01-31,61852.66383116882,auto
2019-02-28,64094.5236103896,auto
2018-09-30,38569.319619047616,baby
2018-10-31,40293.08941125541,baby
2018-11-30,42016.8592034632,baby
2018-12-31,43740.628995670995,baby
2019-01-31,45464.39878787879,baby
2019-02-28,47188.16858008658,baby
2018-09-30,84530.38661904761,bed_bath_table
2018-10-31,87725.83873593072,bed_bath_table
2018-11-30,90921.29085281384,bed_bath_table
2018-12-31,94116.74296969696,bed_bath_table
2019-01-31,97312.19508658008,bed_bath_table
2019-02-28,100507.64720346319,bed_bath_table
2018-09-30,4051.4271428571424,books_general_interest
2018-10-31,4216.8950649350645,books_general_interest
2018-11-30,4382.362987012986,books_general_interest
2018-12-31,4547.830909090909,books_general_interest
2019-01-31,4713.2988311688305,books_general_interest
2019-02-28,4878.766753246753,books_general_interest
2018-09-30,2075.570947368421,books_technical
2018-10-31,2182.3107518796996,books_technical
2018-11-30,2289.0505563909774,books_technical
2018-12-31,2395.790360902256,books_technical
2019-01-31,2502.5301654135346,books_technical
2019-02-28,2609.2699699248124,books_technical
2018-09-30,72087.11276190476,computers_accessories
2018-10-31,74692.63245021645,computers_accessories
2018-11-30,77298.15213852814,computers_accessories
2018-12-31,79903.67182683983,computers_accessories
2019-01-31,82509.19151515151,computers_accessories
2019-02-28,85114.7112034632,computers_accessories
2018-09-30,9260.016238095239,consoles_games
2018-10-31,9420.168277056277,consoles_games
2018-11-30,9580.320316017316,consoles_games
2018-12-31,9740.472354978356,consoles_games
2019-01-31,9900.624393939393,consoles_games
2019-02-28,10060.776432900433,consoles_games
2018-09-30,38278.36195238095,cool_stuff
2018-10-31,39008.03619913419,cool_stuff
2018-11-30,39737.71044588744,cool_stuff
2018-12-31,40467.384692640684,cool_stuff
2019-01-31,41197.05893939393,cool_stuff
2019-02-28,41926.733186147176,cool_stuff
2018-09-30,236.97600000000006,diapers_and_hygiene
2018-10-31,251.56090909090915,diapers_and_hygiene
2018-11-30,266.14581818181824,diapers_and_hygiene
2018-12-31,280.73072727272734,diapers_and_hygiene
2019-01-31,295.31563636363643,diapers_and_hygiene
2019-02-28,309.9005454545455,diapers_and_hygiene
2018-09-30,14890.405571428571,electronics
2018-10-31,15550.369974025973,electronics
2018-11-30,16210.334376623377,electronics
2018-12-31,16870.29877922078,electronics
2019-01-31,17530.26318181818,electronics
2019-02-28,18190.227584415585,electronics
2018-09-30,152.9325,fashio_female_clothing
2018-10-31,150.30955882352941,fashio_female_clothing
2018-11-30,147.68661764705882,fashio_female_clothing
2018-12-31,145.06367647058823,fashio_female_clothing
2019-01-31,142.44073529411764,fashio_female_clothing
2019-02-28,139.81779411764708,fashio_female_clothing
2018-09-30,11628.017142857145,fashion_bags_accessories
2018-10-31,12035.103455674762,fashion_bags_accessories
2018-11-30,12442.189768492379,fashion_bags_accessories
2018-12-31,12849.276081309996,fashion_bags_accessories
2019-01-31,13256.362394127613,fashion_bags_accessories
2019-02-28,13663.44870694523,fashion_bags_accessories
2018-09-30,480.81815789473694,fashion_male_clothing
2018-10-31,475.19217293233095,fashion_male_clothing
2018-11-30,469.56618796992495,fashion_male_clothing
2018-12-31,463.9402030075189,fashion_male_clothing
2019-01-31,458.3142180451129,fashion_male_clothing
2019-02-28,452.6882330827069,fashion_male_clothing
2018-09-30,1330.6958095238092,fashion_shoes
2018-10-31,1349.6648225108224,fashion_shoes
2018-11-30,1368.6338354978352,fashion_shoes
2018-12-31,1387.6028484848484,fashion_shoes
2019-01-31,1406.5718614718612,fashion_shoes
2019-02-28,1425.5408744588742,fashion_shoes
2018-09-30,4579.555714285714,fixed_telephony
2018-10-31,4737.943896103896,fixed_telephony
2018-11-30,4896.332077922078,fixed_telephony
2018-12-31,5054.720259740259,fixed_telephony
2019-01-31,5213.108441558441,fixed_telephony
2019-02-28,5371.496623376623,fixed_telephony
2018-09-30,3268.771333333333,food
2018-10-31,3438.688164502165,food
2018-11-30,3608.604995670996,food
2018-12-31,3778.5218268398266,food
2019-01-31,3948.4386580086584,food
2019-02-28,4118.355489177489,food
2018-09-30,32619.57376190476,garden_tools
2018-10-31,33484.31224242425,garden_tools
2018-11-30,34349.05072294372,garden_tools
2018-12-31,35213.7892034632,garden_tools
2019-01-31,36078.527683982684,garden_tools
2019-02-28,36943.266164502165,garden_tools
2018-09-30,61724.08804761905,housewares
2018-10-31,64598.36159307359,housewares
2018-11-30,67472.63513852813,housewares
2018-12-31,70346.90868398268,housewares
2019-01-31,73221.18222943723,housewares
2019-02-28,76095.45577489177,housewares
2018-09-30,4668.014736842104,industry_commerce_and_business
2018-10-31,4926.028789473683,industry_commerce_and_business
2018-11-30,5184.042842105262,industry_commerce_and_business
2018-12-31,5442.056894736841,industry_commerce_and_business
2019-01-31,5700.07094736842,industry_commerce_and_business
2019-02-28,5958.084999999999,industry_commerce_and_business
2018-09-30,662.5255714285713,market_place
2018-10-31,599.9046493506494,market_place
2018-11-30,537.2837272727272,market_place
2018-12-31,474.66280519480506,market_place
2019-01-31,412.0418831168831,market_place
2019-02-28,349.42096103896097,market_place
2018-09-30,19778.91119047619,office_furniture
2018-10-31,20391.016969696968,office_furniture
2018-11-30,21003.122748917747,office_furniture
2018-12-31,21615.228528138527,office_furniture
2019-01-31,22227.334307359306,office_furniture
2019-02-28,22839.440086580085,office_furniture
2018-09-30,27280.371047619046,perfumery
2018-10-31,28032.59148917749,perfumery
2018-11-30,28784.81193073593,perfumery
2018-12-31,29537.032372294372,perfumery
2019-01-31,30289.25281385281,perfumery
2019-02-28,31041.473255411252,perfumery
2018-09-30,20037.21314285714,pet_shop
2018-10-31,20931.005636363632,pet_shop
2018-11-30,21824.798129870127,pet_shop
2018-12-31,22718.59062337662,pet_shop
2019-01-31,23612.383116883113,pet_shop
2019-02-28,24506.175610389608,pet_shop
2018-09-30,79034.3458095238,sports_leisure
2018-10-31,81942.01806926407,sports_leisure
2018-11-30,84849.69032900433,sports_leisure
2018-12-31,87757.3625887446,sports_leisure
2019-01-31,90665.03484848485,sports_leisure
2019-02-28,93572.7071082251,sports_leisure
2018-09-30,32206.70619047619,toys
2018-10-31,33039.581645021644,toys
2018-11-30,33872.457099567095,toys
2018-12-31,34705.33255411255,toys
2019-01-31,35538.20800865801,toys
2019-02-28,36371.08346320347,toys
2018-09-30,112427.28400000001,watches_gifts
2018-10-31,117431.47137662338,watches_gifts
2018-11-30,122435.65875324677,watches_gifts
2018-12-31,127439.84612987013,watches_gifts
2019-01-31,132444.03350649352,watches_gifts
2019-02-28,137448.22088311688,watches_gifts
2018-09-30,7424.52701754386,agro_industry_and_commerce
2018-10-31,7785.240403508772,agro_industry_and_commerce
2018-11-30,8145.953789473684,agro_industry_and_commerce
2018-12-31,8506.667175438597,agro_industry_and_commerce
2019-01-31,8867.380561403508,agro_industry_and_commerce
2019-02-28,9228.093947368421,agro_industry_and_commerce
2018-09-30,9817.324615384616,computers
2018-10-31,8769.655274725275,computers
2018-11-30,7721.985934065935,computers
2018-12-31,6674.316593406595,computers
2019-01-31,5626.647252747254,computers
2019-02-28,4578.977912087914,computers
2018-09-30,20769.78333333333,construction_tools_construction
2018-10-31,22085.300666666662,construction_tools_construction
2018-11-30,23400.817999999992,construction_tools_construction
2018-12-31,24716.335333333325,construction_tools_construction
2019-01-31,26031.85266666666,construction_tools_construction
2019-02-28,27347.36999999999,construction_tools_construction
2018-09-30,-19.336842105263372,dvds_blu_ray
2018-10-31,-49.74696992481222,dvds_blu_ray
2018-11-30,-80.15709774436118,dvds_blu_ray
2018-12-31,-110.56722556391003,dvds_blu_ray
2019-01-31,-140.97735338345888,dvds_blu_ray
2019-02-28,-171.38748120300784,dvds_blu_ray
2018-09-30,443.9605789473684,fashion_underwear_beach
2018-10-31,440.8065864661654,fashion_underwear_beach
2018-11-30,437.6525939849624,fashion_underwear_beach
2018-12-31,434.49860150375935,fashion_underwear_beach
2019-01-31,431.34460902255637,fashion_underwear_beach
2019-02-28,428.1906165413534,fashion_underwear_beach
2018-09-30,1620.942105263158,furniture_bedroom
2018-10-31,1677.6216842105266,furniture_bedroom
2018-11-30,1734.301263157895,furniture_bedroom
2018-12-31,1790.9808421052635,furniture_bedroom
2019-01-31,1847.6604210526318,furniture_bedroom
2019-02-28,1904.3400000000001,furniture_bedroom
2018-09-30,4737.857421052632,furniture_living_room
2018-10-31,4860.907842105264,furniture_living_room
2018-11-30,4983.958263157895,furniture_living_room
2018-12-31,5107.008684210527,furniture_living_room
2019-01-31,5230.059105263159,furniture_living_room
2019-02-28,5353.1095263157895,furniture_living_room
2018-09-30,13338.219157894739,home_appliances_2
2018-10-31,14068.91745864662,home_appliances_2
2018-11-30,14799.615759398499,home_appliances_2
2018-12-31,15530.31406015038,home_appliances_2
2019-01-31,16261.01236090226,home_appliances_2
2019-02-28,16991.71066165414,home_appliances_2
2018-08-31,-4.968901098901071,home_comfort_2
2018-09-30,-12.872087912087892,home_comfort_2
2018-10-31,-20.7752747252747,home_comfort_2
2018-11-30,-28.678461538461505,home_comfort_2
2018-12-31,-36.58164835164831,home_comfort_2
2019-01-31,-44.48483516483515,home_comfort_2
2018-10-31,3834.029285714285,kitchen_dining_laundry_garden_furniture
2018-11-30,3982.0216883116873,kitchen_dining_laundry_garden_furniture
2018-12-31,4130.01409090909,kitchen_dining_laundry_garden_furniture
2019-01-31,4278.006493506492,kitchen_dining_laundry_garden_furniture
2019-02-28,4425.998896103895,kitchen_dining_laundry_garden_furniture
2019-03-31,4573.991298701298,kitchen_dining_laundry_garden_furniture
2018-09-30,8320.324210526316,luggage_accessories
2018-10-31,8444.021849624061,luggage_accessories
2018-11-30,8567.719488721807,luggage_accessories
2018-12-31,8691.41712781955,luggage_accessories
2019-01-31,8815.114766917295,luggage_accessories
2019-02-28,8938.812406015039,luggage_accessories
2018-09-30,780.3646153846153,music
2018-10-31,826.9432307692307,music
2018-11-30,873.5218461538461,music
2018-12-31,920.1004615384616,music
2019-01-31,966.6790769230768,music
2019-02-28,1013.2576923076922,music
2018-09-30,17038.98268421053,musical_instruments
2018-10-31,17749.843511278195,musical_instruments
2018-11-30,18460.704338345866,musical_instruments
2018-12-31,19171.565165413536,musical_instruments
2019-01-31,19882.425992481203,musical_instruments
2019-02-28,20593.286819548874,musical_instruments
2017-10-31,16.710000000000065,security_and_services
2017-11-30,-66.57999999999987,security_and_services
2017-12-31,-149.86999999999983,security_and_services
2018-01-31,-233.1599999999998,security_and_services
2018-02-28,-316.4499999999997,security_and_services
2018-03-31,-399.73999999999967,security_and_services
2018-09-30,11137.355736842106,small_appliances
2018-10-31,11290.20590225564,small_appliances
2018-11-30,11443.056067669175,small_appliances
2018-12-31,11595.906233082707,small_appliances
2019-01-31,11748.756398496242,small_appliances
2019-02-28,11901.606563909776,small_appliances
2018-09-30,20663.63942105263,stationery
2018-10-31,21531.875413533835,stationery
2018-11-30,22400.11140601504,stationery
2018-12-31,23268.34739849624,stationery
2019-01-31,24136.583390977445,stationery
2019-02-28,25004.81938345865,stationery
2018-09-30,599.0444761904762,books_imported
2018-10-31,635.259619047619,books_imported
2018-11-30,671.4747619047619,books_imported
2018-12-31,707.6899047619047,books_imported
2019-01-31,743.9050476190475,books_imported
2019-02-28,780.1201904761904,books_imported
2018-09-30,1149.499238095238,cine_photo
2018-10-31,1235.4078095238094,cine_photo
2018-11-30,1321.3163809523808,cine_photo
2018-12-31,1407.2249523809523,cine_photo
2019-01-31,1493.1335238095237,cine_photo
2019-02-28,1579.042095238095,cine_photo
2018-09-30,5123.49342857143,construction_tools_safety
2018-10-31,5426.059107142857,construction_tools_safety
2018-11-30,5728.624785714286,construction_tools_safety
2018-12-31,6031.190464285715,construction_tools_safety
2019-01-31,6333.756142857143,construction_tools_safety
2019-02-28,6636.321821428572,construction_tools_safety
2018-09-30,2306.148888888889,costruction_tools_garden
2018-10-31,2398.516081871345,costruction_tools_garden
2018-11-30,2490.8832748538007,costruction_tools_garden
2018-12-31,2583.250467836257,costruction_tools_garden
2019-01-31,2675.6176608187134,costruction_tools_garden
2019-02-28,2767.9848538011693,costruction_tools_garden
2018-09-30,8534.880877192982,home_appliances
2018-10-31,8966.413543859648,home_appliances
2018-11-30,9397.946210526316,home_appliances
2018-12-31,9829.478877192982,home_appliances
2019-01-31,10261.011543859648,home_appliances
2019-02-28,10692.544210526316,home_appliances
2018-09-30,2851.7398245614036,home_confort
2018-10-31,2828.6399122807015,home_confort
2018-11-30,2805.54,home_confort
2018-12-31,2782.440087719298,home_confort
2019-01-31,2759.3401754385964,home_confort
2019-02-28,2736.2402631578943,home_confort
2018-09-30,9563.728245614035,home_construction
2018-10-31,10082.795175438594,home_construction
2018-11-30,10601.862105263157,home_construction
2018-12-31,11120.92903508772,home_construction
2019-01-31,11639.99596491228,home_construction
2019-02-28,12159.062894736842,home_construction
2018-07-31,-28.033897058823527,tablets_printing_image
2018-08-31,-80.35406862745106,tablets_printing_image
2018-09-30,-132.67424019607847,tablets_printing_image
2018-10-31,-184.994411764706,tablets_printing_image
2018-11-30,-237.3145833333333,tablets_printing_image
2018-12-31,-289.63475490196083,tablets_printing_image
2018-09-30,1759.911111111111,art
2018-10-31,1803.629005847953,art
2018-11-30,1847.346900584795,art
2018-12-31,1891.0647953216371,art
2019-01-31,1934.7826900584791,art
2019-02-28,1978.5005847953214,art
2018-09-30,2686.2724183006535,drinks
2018-10-31,2837.8759477124186,drinks
2018-11-30,2989.479477124183,drinks
2018-12-31,3141.083006535948,drinks
2019-01-31,3292.6865359477124,drinks
2019-02-28,3444.290065359477,drinks
2018-09-30,74.8215384615385,fashion_sport
2018-10-31,64.6119340659341,fashion_sport
2018-11-30,54.40232967032969,fashion_sport
2018-12-31,44.19272527472529,fashion_sport
2019-01-31,33.98312087912089,fashion_sport
2019-02-28,23.773516483516516,fashion_sport
2018-09-30,1352.624248366013,food_drink
2018-10-31,1406.2368593051253,food_drink
2018-11-30,1459.8494702442376,food_drink
2018-12-31,1513.4620811833502,food_drink
2019-01-31,1567.0746921224627,food_drink
2019-02-28,1620.6873030615752,food_drink
2018-09-30,2962.0267320261437,signaling_and_security
2018-10-31,3148.0340488476086,signaling_and_security
2018-11-30,3334.0413656690744,signaling_and_security
2018-12-31,3520.04868249054,signaling_and_security
2019-01-31,3706.055999312005,signaling_and_security
2019-02-28,3892.063316133471,signaling_and_security
2018-09-30,843.6632499999998,christmas_supplies
2018-10-31,878.2058382352941,christmas_supplies
2018-11-30,912.7484264705881,christmas_supplies
2018-12-31,947.2910147058822,christmas_supplies
2019-01-31,981.8336029411762,christmas_supplies
2019-02-28,1016.3761911764705,christmas_supplies
2018-09-30,2102.8115384615385,costruction_tools_tools
2018-10-31,2231.72021978022,costruction_tools_tools
2018-11-30,2360.628901098901,costruction_tools_tools
2018-12-31,2489.5375824175826,costruction_tools_tools
2019-01-31,2618.446263736264,costruction_tools_tools
2019-02-28,2747.3549450549453,costruction_tools_tools
2018-08-31,491.91781818181823,furniture_mattress_and_upholstery
2018-09-30,507.72109090909095,furniture_mattress_and_upholstery
2018-10-31,523.5243636363637,furniture_mattress_and_upholstery
2018-11-30,539.3276363636364,furniture_mattress_and_upholstery
2018-12-31,555.1309090909092,furniture_mattress_and_upholstery
2019-01-31,570.9341818181819,furniture_mattress_and_upholstery
2018-05-31,288.33388888888885,la_cuisine
2018-06-30,300.3342222222222,la_cuisine
2018-07-31,312.33455555555554,la_cuisine
2018-08-31,324.3348888888889,la_cuisine
2018-09-30,336.3352222222222,la_cuisine
2018-10-31,348.3355555555555,la_cuisine
2018-09-30,907.002,arts_and_craftmanship
2018-10-31,1079.7640000000001,arts_and_craftmanship
2018-11-30,1252.526,arts_and_craftmanship
2018-12-31,1425.288,arts_and_craftmanship
2019-01-31,1598.0500000000002,arts_and_craftmanship
2019-02-28,1770.8120000000001,arts_and_craftmanship
2018-07-31,62.83857142857143,fashion_childrens_clothes
2018-08-31,58.19642857142857,fashion_childrens_clothes
2018-09-30,53.55428571428571,fashion_childrens_clothes
2018-10-31,48.912142857142854,fashion_childrens_clothes
2018-11-30,44.269999999999996,fashion_childrens_clothes
2018-12-31,39.62785714285714,fashion_childrens_clothes
2018-09-30,8245.966545454547,small_appliances_home_oven_and_coffee
2018-10-31,8901.41990909091,small_appliances_home_oven_and_coffee
2018-11-30,9556.873272727275,small_appliances_home_oven_and_coffee
2018-12-31,10212.326636363638,small_appliances_home_oven_and_coffee
2019-01-31,10867.780000000002,small_appliances_home_oven_and_coffee
2019-02-28,11523.233363636366,small_appliances_home_oven_and_coffee
2018-05-31,35.66666666666666,cds_dvds_musicals
2018-06-30,11.095238095238074,cds_dvds_musicals
2018-07-31,-13.47619047619051,cds_dvds_musicals
2018-08-31,-38.047619047619094,cds_dvds_musicals
2018-09-30,-62.61904761904768,cds_dvds_musicals
2018-10-31,-87.19047619047626,cds_dvds_musicals
2018-09-30,7376.590439560439,construction_tools_lights
2018-10-31,7968.897736263736,construction_tools_lights
2018-11-30,8561.205032967033,construction_tools_lights
2018-12-31,9153.51232967033,construction_tools_lights
2019-01-31,9745.819626373626,construction_tools_lights
2019-02-28,10338.126923076923,construction_tools_lights
2018-09-30,523.8,party_supplies
2018-10-31,546.8823076923077,party_supplies
2018-11-30,569.9646153846154,party_supplies
2018-12-31,593.0469230769231,party_supplies
2019-01-31,616.1292307692307,party_supplies
2019-02-28,639.2115384615383,party_supplies
2018-08-31,40.35277777777776,flowers
2018-09-30,23.75577777777775,flowers
2018-10-31,7.158777777777743,flowers
2018-11-30,-9.438222222222265,flowers
2018-12-31,-26.035222222222274,flowers
2019-01-31,-42.63222222222228,flowers
